0,0.087719
1,0.087719
2,0.087719
3,0.087719
4,0.087719
5,0.061404
6,0.061404
7,0.061404
8,0.061404
9,0.061404
10,0.070175
11,0.070175
12,0.070175
13,0.061404
14,0.070175
15,0.061404
16,0.078947
17,0.070175
18,0.070175
19,0.070175
20,0.070175
21,0.061404
22,0.070175
23,0.070175
24,0.061404
25,0.061404
26,0.061404
27,0.061404
28,0.061404
29,0.061404
30,0.061404
31,0.061404
32,0.061404
33,0.061404
34,0.061404
35,0.070175
36,0.061404
37,0.061404
38,0.061404
39,0.061404
40,0.061404
41,0.061404
42,0.061404
43,0.061404
44,0.070175
45,0.061404
46,0.061404
47,0.070175
48,0.070175
49,0.070175
50,0.070175
51,0.070175
52,0.070175
53,0.070175
54,0.070175
55,0.070175
56,0.070175
57,0.070175
58,0.070175
59,0.070175
60,0.070175
61,0.070175
62,0.070175
63,0.070175
64,0.070175
65,0.070175
66,0.070175
67,0.070175
68,0.070175
69,0.070175
70,0.070175
71,0.070175
72,0.070175
73,0.070175
74,0.070175
75,0.070175
76,0.070175
77,0.070175
78,0.070175
79,0.070175
80,0.070175
81,0.070175
82,0.070175
83,0.070175
84,0.070175
85,0.070175
86,0.070175
87,0.070175
88,0.070175
89,0.070175
90,0.070175
91,0.070175
92,0.078947
93,0.070175
94,0.070175
95,0.070175
96,0.070175
97,0.070175
98,0.070175
99,0.070175
100,0.070175
101,0.070175
102,0.070175
103,0.070175
104,0.070175
105,0.070175
106,0.070175
107,0.070175
108,0.070175
109,0.070175
110,0.070175
111,0.070175
112,0.070175
113,0.070175
114,0.070175
115,0.070175
116,0.070175
117,0.070175
118,0.070175
119,0.070175
120,0.070175
121,0.070175
122,0.070175
123,0.070175
124,0.070175
125,0.070175
126,0.070175
127,0.070175
128,0.070175
129,0.070175
130,0.070175
131,0.070175
132,0.070175
133,0.070175
134,0.070175
135,0.070175
136,0.070175
137,0.070175
138,0.070175
139,0.070175
140,0.070175
141,0.070175
142,0.070175
143,0.070175
144,0.070175
145,0.070175
146,0.070175
147,0.070175
148,0.070175
149,0.070175
150,0.070175
151,0.070175
152,0.070175
153,0.070175
154,0.070175
155,0.070175
156,0.070175
157,0.070175
158,0.070175
159,0.070175
160,0.070175
161,0.070175
162,0.070175
163,0.070175
164,0.070175
165,0.070175
166,0.070175
167,0.070175
168,0.070175
169,0.070175
170,0.070175
171,0.070175
172,0.070175
173,0.070175
174,0.070175
175,0.070175
176,0.070175
177,0.070175
178,0.070175
179,0.070175
180,0.070175
181,0.070175
182,0.070175
183,0.070175
184,0.070175
185,0.070175
186,0.070175
187,0.070175
188,0.070175
189,0.070175
190,0.070175
191,0.070175
192,0.070175
193,0.070175
194,0.070175
195,0.070175
196,0.070175
197,0.070175
198,0.070175
199,0.070175
200,0.070175
201,0.070175
202,0.070175
203,0.070175
204,0.070175
205,0.070175
206,0.070175
207,0.070175
208,0.070175
209,0.070175
210,0.070175
211,0.070175
212,0.070175
213,0.070175
214,0.070175
215,0.070175
216,0.070175
217,0.070175
218,0.070175
219,0.070175
220,0.070175
221,0.070175
222,0.070175
223,0.070175
224,0.070175
225,0.070175
226,0.070175
227,0.070175
228,0.070175
229,0.070175
230,0.070175
231,0.070175
232,0.070175
233,0.070175
234,0.070175
235,0.070175
236,0.070175
237,0.070175
238,0.070175
239,0.070175
240,0.070175
241,0.070175
242,0.070175
243,0.070175
244,0.070175
245,0.070175
246,0.070175
247,0.070175
248,0.070175
249,0.070175
250,0.070175
251,0.070175
252,0.070175
253,0.070175
254,0.070175
255,0.070175
256,0.070175
257,0.070175
258,0.070175
259,0.070175
260,0.070175
261,0.070175
262,0.070175
263,0.070175
264,0.070175
265,0.070175
266,0.070175
267,0.070175
268,0.070175
269,0.070175
270,0.070175
271,0.070175
272,0.070175
273,0.070175
274,0.070175
275,0.070175
276,0.070175
277,0.070175
278,0.070175
279,0.070175
280,0.070175
281,0.070175
282,0.070175
283,0.070175
284,0.070175
285,0.070175
286,0.070175
287,0.070175
288,0.070175
289,0.070175
290,0.070175
291,0.070175
292,0.070175
293,0.070175
294,0.070175
295,0.070175
296,0.070175
297,0.070175
298,0.070175
299,0.070175
300,0.070175
301,0.070175
302,0.070175
303,0.070175
304,0.070175
305,0.070175
306,0.070175
307,0.070175
308,0.070175
309,0.070175
310,0.070175
311,0.070175
312,0.070175
313,0.070175
314,0.070175
315,0.070175
316,0.070175
317,0.070175
318,0.070175
319,0.070175
320,0.070175
321,0.070175
322,0.070175
323,0.070175
324,0.070175
325,0.070175
326,0.070175
327,0.070175
328,0.070175
329,0.070175
330,0.070175
331,0.070175
332,0.070175
333,0.070175
334,0.070175
335,0.070175
336,0.070175
337,0.070175
338,0.070175
339,0.070175
340,0.070175
341,0.070175
342,0.070175
343,0.070175
344,0.070175
345,0.070175
346,0.070175
347,0.070175
348,0.070175
349,0.070175
350,0.070175
351,0.070175
352,0.070175
353,0.070175
354,0.070175
355,0.070175
356,0.070175
357,0.070175
358,0.070175
359,0.070175
360,0.070175
361,0.070175
362,0.070175
363,0.070175
364,0.070175
365,0.070175
366,0.070175
367,0.070175
368,0.070175
369,0.070175
370,0.070175
371,0.070175
372,0.070175
373,0.070175
374,0.070175
375,0.070175
376,0.070175
377,0.070175
378,0.070175
379,0.070175
380,0.070175
381,0.070175
382,0.070175
383,0.070175
384,0.070175
385,0.070175
386,0.070175
387,0.070175
388,0.070175
389,0.070175
390,0.070175
391,0.070175
392,0.070175
393,0.070175
394,0.070175
395,0.070175
396,0.070175
397,0.070175
398,0.070175
399,0.070175
400,0.070175
401,0.070175
402,0.070175
403,0.070175
404,0.070175
405,0.070175
406,0.070175
407,0.070175
408,0.070175
409,0.070175
410,0.070175
411,0.070175
412,0.070175
413,0.070175
414,0.070175
415,0.070175
416,0.070175
417,0.070175
418,0.070175
419,0.070175
420,0.070175
421,0.070175
422,0.070175
423,0.070175
424,0.070175
425,0.070175
426,0.070175
427,0.070175
428,0.070175
429,0.070175
430,0.070175
431,0.070175
432,0.070175
433,0.070175
434,0.070175
435,0.070175
436,0.070175
437,0.070175
438,0.070175
439,0.070175
440,0.070175
441,0.070175
442,0.070175
443,0.070175
444,0.070175
445,0.070175
446,0.070175
447,0.070175
448,0.070175
449,0.070175
450,0.070175
451,0.070175
452,0.070175
453,0.070175
454,0.070175
455,0.070175
456,0.070175
457,0.070175
458,0.070175
459,0.070175
460,0.070175
461,0.070175
462,0.070175
463,0.070175
464,0.070175
465,0.070175
466,0.070175
467,0.070175
468,0.070175
469,0.070175
470,0.070175
471,0.070175
472,0.070175
473,0.070175
474,0.070175
475,0.070175
476,0.070175
477,0.070175
478,0.070175
479,0.070175
480,0.070175
481,0.070175
482,0.070175
483,0.070175
484,0.070175
485,0.070175
486,0.070175
487,0.070175
488,0.070175
489,0.070175
490,0.070175
491,0.070175
492,0.070175
493,0.070175
494,0.070175
495,0.070175
496,0.070175
497,0.070175
498,0.070175
499,0.070175
